Taxa;Size.1;Size.2;Size.3;Size.4;Size.5;Size.6;Size.7;Lcy.1;Lcy.2;Pcy.1;Pcy.2;Pcy.3;Aq.egg;Aq.lar;Aq.nym;Aq.adu;Rep.ovo;Rep.egf;Rep.egc;Rep.clcf;Rep.clfr;Rep.clve;Rep.cltr;Rep.asx;Di.aqpa;Di.aqac;Di.aepa;Di.aeac;Resp.te;Resp.gi;Resp.pl;Resp.sp;Resp.hy;Loc.fl;Loc.ssw;Loc.wsw;Loc.cr;Loc.bu;Loc.in;Loc.te;Loc.pe;Fo.mi;Fo.de;Fo.dpl;Fo.lmi;Fo.lma;Fo.dan;Fo.lmii;Fo.lmai;Fo.ve;Ffg.ab;Ffg.de;Ffg.sh;Ffg.sc;Ffg.ff;Ffg.pi;Ffg.pr;Ffg.pa;Sub.co;Sub.gr;Sub.sa;Sub.si;Sub.ma;Sub.mi;Sub.tw;Sub.li;Sub.mu;Trs.oli;Trs.mes;Trs.eut;Tem.ps;Tem.th;Tem.eu;Sab.xe;Sab.ol;Sab.bme;Sab.ame;Sab.po;pH.1;pH.2;pH.3;pH.4;pH.5;pH.6
Lype;0;0;0,75;0,25;0;0;0;1;0;0;0;1;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,25;0,25;0,25;0,25;1;0;0;0;0;0;0;0;0,333333333;0;0;0,5;0,166666667;0;0,285714286;0,428571429;0,142857143;0;0;0,142857143;0;0;0;0;0;0,75;0,25;0;0;0;0,571428571;0;0;0;0;0;0,428571429;0;0;0;0,5;0,5;0;0;1;0;0,2;0,6;0,2;0;0,111111111;0,111111111;0,111111111;0,111111111;0,222222222;0,333333333
Micrasema setiferum;0;0,25;0,75;0;0;0;0;0,666666667;0,333333333;0,333333333;0,666666667;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0;0,25;0,25;0,5;0,6;0,4;0;0;0;0;0;0;0,75;0;0;0,25;0;0;0,111111111;0,222222222;0,222222222;0,333333333;0;0,111111111;0;0;0;0,125;0,375;0,25;0,25;0;0;0;0,4;0,1;0;0;0,4;0;0;0,1;0;0,75;0,25;0;0,5;0;0,5;0,166666667;0,5;0,333333333;0;0;0;0,111111111;0,111111111;0,222222222;0,222222222;0,333333333
Micronecta;0,75;0,25;0;0;0;0;0;1;0;0;0;1;0,333333333;0,333333333;0;0,333333333;0;0;0,6;0,4;0;0;0;0;0,75;0,25;0;0;0,333333333;0;0,333333333;0,333333333;0;0;0;0,6;0,4;0;0;0;0;0;0;0;0,285714286;0,285714286;0;0,428571429;0;0;0;0;0,375;0,25;0;0,375;0;0;0,222222222;0,111111111;0,111111111;0,055555556;0,222222222;0;0;0,111111111;0,166666667;0,5;0,333333333;0,166666667;0;0;1;0;0,4;0,4;0,2;0;0;0;0;0,2;0,2;0,6
Micropterna;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0,4;0;0,4;0,1;0;0,1;0;0;0;1;0;0;0;0;0;0,333333333;0,222222222;0,222222222;0;0;0;0,111111111;0,111111111;0;0,5;0,5;0;0,5;0;0,5;0,375;0,375;0,25;0;0;0,083333333;0,083333333;0,083333333;0,25;0,25;0,25
Mystacides azurea;0;0;0,75;0,25;0;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,2;0,2;0,2;0,4;0,75;0,25;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0,222222222;0;0,222222222;0,444444444;0;0;0,111111111;0;0;0,166666667;0,5;0,333333333;0;0;0;0;0,2;0,066666667;0,133333333;0,066666667;0,2;0;0,2;0,066666667;0,066666667;0,142857143;0,428571429;0,428571429;0;0;1;0;0;0,6;0,4;0;0;0;0,1;0,3;0,3;0,3
Mystacides;0;0;0,75;0,25;0;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,2;0,2;0,2;0,4;0,75;0,25;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0,222222222;0;0,222222222;0,444444444;0;0;0,111111111;0;0;0,166666667;0,5;0,333333333;0;0;0;0;0,2;0,066666667;0,133333333;0,066666667;0,2;0;0,2;0,066666667;0,066666667;0,142857143;0,428571429;0,428571429;0;0;1;0;0;0,6;0,4;0;0;0;0,1;0,3;0,3;0,3
Nebrioporus depressus;0;0,5;0,5;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,333333333;0,166666667;0;0,5;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0,125;0,25;0,25;0,125;0,125;0;0;0,125;0;0,5;0,5;0;0,25;0;0,75;0;0,25;0,75;0;0;0;0;0;0;0,25;0,75
Nebrioporus;0;0,5;0,5;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,333333333;0,166666667;0;0,5;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0,125;0,25;0,25;0,125;0,125;0;0;0,125;0;0,5;0,5;0;0,25;0;0,75;0;0,25;0,75;0;0;0;0;0;0;0,25;0,75
Nemoura avicularis;0;0,25;0,75;0;0;0;0;0,5;0,5;0,5;0,5;0;0,5;0,5;0;0;0;0;0,75;0,25;0;0;0;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0,25;0,5;0,25;0;0;0;0;0;0;0;1;0;0;0;0;0;0,166666667;0;0;0,083333333;0,416666667;0;0,083333333;0,25;0;0,333333333;0,5;0,166666667;0,666666667;0;0,333333333;0,25;0,5;0,25;0;0;0,066666667;0,133333333;0,2;0,2;0,2;0,2
Nemoura cinerea;0;0,25;0,75;0;0;0;0;0,5;0,5;0,5;0,5;0;0,5;0,5;0;0;0;0;0,75;0,25;0;0;0;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0,25;0,5;0,25;0;0;0;0;0;0;0;1;0;0;0;0;0;0,166666667;0;0;0,083333333;0,416666667;0;0,083333333;0,25;0;0,333333333;0,5;0,166666667;0,666666667;0;0,333333333;0,25;0,5;0,25;0;0;0,066666667;0,133333333;0,2;0,2;0,2;0,2
Nemoura flexuosa;0;0,25;0,75;0;0;0;0;0,5;0,5;0,5;0,5;0;0,5;0,5;0;0;0;0;0,75;0,25;0;0;0;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0,25;0,5;0,25;0;0;0;0;0;0;0;1;0;0;0;0;0;0,166666667;0;0;0,083333333;0,416666667;0;0,083333333;0,25;0;0,333333333;0,5;0,166666667;0,666666667;0;0,333333333;0,25;0,5;0,25;0;0;0,066666667;0,133333333;0,2;0,2;0,2;0,2
Nemoura;0;0,25;0,75;0;0;0;0;0,5;0,5;0,5;0,5;0;0,5;0,5;0;0;0;0;0,75;0,25;0;0;0;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0,25;0,5;0,25;0;0;0;0;0;0;0;1;0;0;0;0;0;0,166666667;0;0;0,083333333;0,416666667;0;0,083333333;0,25;0;0,333333333;0,5;0,166666667;0,666666667;0;0,333333333;0,25;0,5;0,25;0;0;0,066666667;0,133333333;0,2;0,2;0,2;0,2
Nepa cinerea;0;0;0;0,6;0,4;0;0;0,75;0,25;0;1;0;0,375;0,375;0;0,25;0;0;0;0;0;1;0;0;0,166666667;0,5;0;0,333333333;0,2;0;0,2;0,6;0;0;0;0,2;0,8;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0,75;0,25;0;0,181818182;0;0;0;0,272727273;0;0;0,272727273;0,272727273;0,2;0,6;0,2;0;0;1;0;0;0,75;0,25;0;0,125;0,125;0,125;0,125;0,125;0,375
Notidobia ciliaris;0;0;0;1;0;0;0;1;0;0;0,333333333;0,666666667;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,4;0,2;0,2;0,2;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,285714286;0,142857143;0;0;0,142857143;0,071428571;0,214285714;0,666666667;0,333333333;0;0;0;1;0;0,75;0,25;0;0;0;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333
Notonecta glauca;0;0;0;1;0;0;0;0,6;0,4;0;1;0;0,375;0,375;0;0,25;0;0;0;0,25;0;0,75;0;0;0;0,4;0;0,6;0,2;0;0,2;0,6;0;0,25;0,25;0,5;0;0;0;0;0;0;0;0;0;0;0;0,428571429;0,428571429;0,142857143;0;0;0;0;0;0,75;0,25;0;0,2;0;0;0;0,4;0;0;0,2;0,2;0,25;0,75;0;0,25;0;0,75;0;0,25;0,75;0;0;0,066666667;0,133333333;0,2;0,2;0,2;0,2
Notonecta;0;0;0;1;0;0;0;0,6;0,4;0;1;0;0,375;0,375;0;0,25;0;0;0;0,25;0;0,75;0;0;0;0,4;0;0,6;0,2;0;0,2;0,6;0;0,25;0,25;0,5;0;0;0;0;0;0;0;0;0;0;0;0,428571429;0,428571429;0,142857143;0;0;0;0;0;0,75;0,25;0;0,2;0;0;0;0,4;0;0;0,2;0,2;0,25;0,75;0;0,25;0;0,75;0;0,25;0,75;0;0;0,066666667;0,133333333;0,2;0,2;0,2;0,2
Oecetis notata;0;0;0,75;0,25;0;0;0;1;0;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,166666667;0,166666667;0,166666667;0,5;0,4;0,6;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0,111111111;0,111111111;0,222222222;0,333333333;0;0,222222222;0;0;0;0,166666667;0,5;0,166666667;0;0;0,166666667;0;0,142857143;0;0,214285714;0;0,285714286;0,071428571;0,071428571;0,071428571;0,142857143;0,4;0,4;0,2;0;0;1;0;0;0,6;0,4;0;0;0,111111111;0,111111111;0,222222222;0,222222222;0,333333333
Oecetis;0;0;0,75;0,25;0;0;0;1;0;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,166666667;0,166666667;0,166666667;0,5;0,4;0,6;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0,111111111;0,111111111;0,222222222;0,333333333;0;0,222222222;0;0;0;0,166666667;0,5;0,166666667;0;0;0,166666667;0;0,142857143;0;0,214285714;0;0,285714286;0,071428571;0,071428571;0,071428571;0,142857143;0,4;0,4;0,2;0;0;1;0;0;0,6;0,4;0;0;0,111111111;0,111111111;0,222222222;0,222222222;0,333333333
Oecetis testacea;0;0;0,75;0,25;0;0;0;1;0;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,166666667;0,166666667;0,166666667;0,5;0,4;0,6;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0,111111111;0,111111111;0,222222222;0,333333333;0;0,222222222;0;0;0;0,166666667;0,5;0,166666667;0;0;0,166666667;0;0,142857143;0;0,214285714;0;0,285714286;0,071428571;0,071428571;0,071428571;0,142857143;0,4;0,4;0,2;0;0;1;0;0;0,6;0,4;0;0;0,111111111;0,111111111;0,222222222;0,222222222;0,333333333
Onychogomphus forcipatus;0;0;0;0;1;0;0;0;1;0,75;0,25;0;0,5;0,5;0;0;0;0,25;0,75;0;0;0;0;0;0,333333333;0,166666667;0;0,5;0,25;0,75;0;0;0;0;0;0;0,4;0,6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0,222222222;0,222222222;0,333333333;0;0,111111111;0;0;0;0,111111111;0,4;0,6;0;0,25;0;0,75;0;0,333333333;0,5;0,166666667;0;0;0;0,222222222;0,333333333;0,222222222;0,222222222
Orthotrichia;0;1;0;0;0;0;0;1;0;0;0,25;0,75;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,2;0,2;0,4;0,2;0,75;0,25;0;0;0;0;0;0;0,25;0;0;0,75;0;0;0,111111111;0;0,111111111;0,555555556;0;0;0,222222222;0;0;0;0;0;0;1;0;0;0,083333333;0;0;0;0,416666667;0,166666667;0,166666667;0,166666667;0;0,166666667;0,333333333;0,5;0;0;1;0;0,2;0,6;0,2;0;0;0;0;0;0;1
Oulimnius;0;1;0;0;0;0;0;0,25;0,75;0;1;0;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,4;0,2;0;0,4;0,142857143;0,428571429;0,428571429;0;0;0,166666667;0;0;0,666666667;0;0,166666667;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,090909091;0,272727273;0,272727273;0,181818182;0,181818182;0;0;0;0;0,6;0,4;0;0;0;1;0;0,25;0,75;0;0;0;0;0,166666667;0,166666667;0,166666667;0,5
Oulimnius troglodytes;0;1;0;0;0;0;0;0,25;0,75;0;1;0;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,4;0,2;0;0,4;0,142857143;0,428571429;0,428571429;0;0;0,166666667;0;0;0,666666667;0;0,166666667;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,090909091;0,272727273;0,272727273;0,181818182;0,181818182;0;0;0;0;0,6;0,4;0;0;0;1;0;0,25;0,75;0;0;0;0;0,166666667;0,166666667;0,166666667;0,5
Oulimnius tuberculatus;0;1;0;0;0;0;0;0,25;0,75;0;1;0;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,4;0,2;0;0,4;0,142857143;0,428571429;0,428571429;0;0;0,166666667;0;0;0,666666667;0;0,166666667;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,090909091;0,272727273;0,272727273;0,181818182;0,181818182;0;0;0;0;0,6;0,4;0;0;0;1;0;0,25;0,75;0;0;0;0;0,166666667;0,166666667;0,166666667;0,5
Oxyethira;0,25;0,75;0;0;0;0;0;1;0;0;0,25;0,75;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,2;0,2;0,4;0,2;1;0;0;0;0;0;0;0,2;0,2;0;0;0,6;0;0;0,333333333;0;0,166666667;0,5;0;0;0;0;0;0,25;0;0;0;0,75;0;0;0,181818182;0,090909091;0;0,090909091;0,363636364;0,090909091;0,181818182;0;0;0,5;0,25;0,25;0;0;1;0;0,2;0,6;0,2;0;0;0,090909091;0,090909091;0,272727273;0,272727273;0,272727273
Perlodes dispar;0;0;0;0,25;0,75;0;0;0;1;0,25;0,75;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,25;0,5;0;0,25;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0,125;0;0,125;0;0;0,125;0,625;0;0;0;0,75;0;0;0;0,25;0;0,375;0,25;0;0;0,25;0;0,125;0;0;0,5;0,25;0,25;0,5;0,25;0,25;0,166666667;0,5;0,333333333;0;0;0;0;0;0;0,25;0,75
Philopotamus montanus;0;0;0,25;0,75;0;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,25;0,25;0,25;0,25;1;0;0;0;0;0;0;0;0,4;0;0;0,6;0;0;0,285714286;0;0,428571429;0,142857143;0;0;0,142857143;0;0;0;0;0,333333333;0,5;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0;0;0;0,166666667;0,75;0,25;0;0,333333333;0;0,666666667;0,25;0,5;0,25;0;0;0;0;0;0,2;0,2;0,6
Phryganea bipunctata;0;0;0;0;1;0;0;1;0;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0,25;0;0;0;0,25;0,25;0,125;0,375;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0;0,090909091;0,272727273;0,090909091;0,090909091;0,272727273;0,181818182;0;0;0;0,6;0,2;0;0;0,2;0;0,166666667;0;0;0;0,5;0;0;0,333333333;0;0,428571429;0,428571429;0,142857143;0;0;1;0;0,5;0,5;0;0;0,125;0,125;0,125;0,125;0,125;0,375
Phryganea grandis;0;0;0;0;1;0;0;1;0;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0,25;0;0;0;0,25;0,25;0,125;0,375;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0;0,090909091;0,272727273;0,090909091;0,090909091;0,272727273;0,181818182;0;0;0;0,6;0,2;0;0;0,2;0;0,166666667;0;0;0;0,5;0;0;0,333333333;0;0,428571429;0,428571429;0,142857143;0;0;1;0;0,5;0,5;0;0;0,125;0,125;0,125;0,125;0,125;0,375
Platycnemis pennipes;0;0;0;1;0;0;0;0;1;0,4;0,6;0;0,5;0,5;0;0;0;0;0;0;0;1;0;0;0,2;0,2;0;0,6;0,25;0,75;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;1;0;0;0;0;0,090909091;0,181818182;0;0,181818182;0,090909091;0,454545455;0,333333333;0,666666667;0;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,2;0,2;0,6
Plectrocnemia conspersa;0;0;0;0,6;0,4;0;0;0,666666667;0,333333333;0,2;0,4;0,4;0,333333333;0,333333333;0,333333333;0;0;0;0;0,666666667;0,333333333;0;0;0;0,333333333;0,166666667;0,166666667;0,333333333;1;0;0;0;0;0;0;0,2;0,2;0;0;0,6;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0;0,25;0;0,75;0;0,333333333;0,083333333;0,083333333;0;0,25;0;0,083333333;0,083333333;0,083333333;0,75;0,25;0;0,25;0;0,75;0,4;0,4;0,2;0;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Plectrocnemia;0;0;0;0,6;0,4;0;0;0,666666667;0,333333333;0,2;0,4;0,4;0,333333333;0,333333333;0,333333333;0;0;0;0;0,666666667;0,333333333;0;0;0;0,333333333;0,166666667;0,166666667;0,333333333;1;0;0;0;0;0;0;0,2;0,2;0;0;0,6;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0;0,25;0;0,75;0;0,333333333;0,083333333;0,083333333;0;0,25;0;0,083333333;0,083333333;0,083333333;0,75;0,25;0;0,25;0;0,75;0,4;0,4;0,2;0;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Polycentropus flavomaculatus;0;0;0,25;0,75;0;0;0;0,75;0,25;0,166666667;0,5;0,333333333;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,2;0,2;0,2;0,4;1;0;0;0;0;0;0;0,2;0,2;0;0;0,6;0;0;0,076923077;0,076923077;0,230769231;0,076923077;0;0,230769231;0,307692308;0;0;0;0,2;0;0,2;0;0,6;0;0,333333333;0,083333333;0,083333333;0;0,25;0;0,166666667;0;0,083333333;0,4;0,4;0,2;0;0;1;0,125;0,375;0,375;0,125;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Polycentropus irroratus;0;0;0,25;0,75;0;0;0;0,75;0,25;0,166666667;0,5;0,333333333;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,2;0,2;0,2;0,4;1;0;0;0;0;0;0;0,2;0,2;0;0;0,6;0;0;0,076923077;0,076923077;0,230769231;0,076923077;0;0,230769231;0,307692308;0;0;0;0,2;0;0,2;0;0,6;0;0,333333333;0,083333333;0,083333333;0;0,25;0;0,166666667;0;0,083333333;0,4;0,4;0,2;0;0;1;0,125;0,375;0,375;0,125;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Polycentropus;0;0;0,25;0,75;0;0;0;0,75;0,25;0,166666667;0,5;0,333333333;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,2;0,2;0,2;0,4;1;0;0;0;0;0;0;0,2;0,2;0;0;0,6;0;0;0,076923077;0,076923077;0,230769231;0,076923077;0;0,230769231;0,307692308;0;0;0;0,2;0;0,2;0;0,6;0;0,333333333;0,083333333;0,083333333;0;0,25;0;0,166666667;0;0,083333333;0,4;0,4;0,2;0;0;1;0,125;0,375;0,375;0,125;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Potamophylax cingulatus;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0,4;0;0,4;0,1;0;0,1;0;0;0;1;0;0;0;0;0;0,333333333;0,222222222;0,222222222;0;0;0;0,111111111;0,111111111;0;0,5;0,5;0;0,5;0;0,5;0,375;0,375;0,25;0;0;0,083333333;0,083333333;0,083333333;0,25;0,25;0,25
Potamophylax latipennis;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0,4;0;0,4;0,1;0;0,1;0;0;0;1;0;0;0;0;0;0,333333333;0,222222222;0,222222222;0;0;0;0,111111111;0,111111111;0;0,5;0,5;0;0,5;0;0,5;0,375;0,375;0,25;0;0;0,083333333;0,083333333;0,083333333;0,25;0,25;0,25
Potamophylax;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0,4;0;0,4;0,1;0;0,1;0;0;0;1;0;0;0;0;0;0,333333333;0,222222222;0,222222222;0;0;0;0,111111111;0,111111111;0;0,5;0,5;0;0,5;0;0,5;0,375;0,375;0,25;0;0;0,083333333;0,083333333;0,083333333;0,25;0,25;0,25
Potamopyrgus antipodarum;0;0,6;0,4;0;0;0;0;0,75;0,25;0;0,25;0,75;0,5;0;0;0,5;1;0;0;0;0;0;0;0;0,428571429;0,285714286;0,285714286;0;0,25;0,75;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0;0,444444444;0,222222222;0,333333333;0;0;0;0;0;0;0,6;0,4;0;0;0;0;0,176470588;0,117647059;0,058823529;0,058823529;0,176470588;0,176470588;0;0;0,235294118;0;0,4;0,6;0;0,25;0,75;0;0;0,4;0,4;0,2;0;0;0;0;0;1
Procloeon bifidum;0;0;1;0;0;0;0;1;0;0;0,25;0,75;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,166666667;0,333333333;0,166666667;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,75;0,25;0;0;0;0;0;0,333333333;0;0,666666667;0;0;0;0;0;0;0,333333333;0;0,666666667;0;0;0;0;0;0;0,5;0,166666667;0,333333333;0;0;0;0;0;0,6;0,4;0;0;1;0;0,2;0,4;0,4;0;0;0;0;0;0,25;0,75
Protonemura meyeri;0;0;0,75;0,25;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,4;0,4;0;0,2;0,6;0,4;0;0;0;0;0;0;1;0;0;0;0;0;0,25;0,5;0,25;0;0;0;0;0;0;0;1;0;0;0;0;0;0,333333333;0;0,083333333;0;0,333333333;0;0,083333333;0,166666667;0;1;0;0;0,666666667;0;0,333333333;0,5;0,5;0;0;0;0,066666667;0,133333333;0,2;0,2;0,2;0,2
Protonemura;0;0;0,75;0,25;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,4;0,4;0;0,2;0,6;0,4;0;0;0;0;0;0;1;0;0;0;0;0;0,25;0,5;0,25;0;0;0;0;0;0;0;1;0;0;0;0;0;0,333333333;0;0,083333333;0;0,333333333;0;0,083333333;0,166666667;0;1;0;0;0,666666667;0;0,333333333;0,5;0,5;0;0;0;0,066666667;0,133333333;0,2;0,2;0,2;0,2
Ptychoptera;0;0;0;0;0,75;0,25;0;1;0;0;0,6;0,4;0,333333333;0,333333333;0,333333333;0;0;0,4;0,6;0;0;0;0;0;0,5;0,25;0;0,25;0,2;0,2;0;0,6;0;0;0;0,142857143;0,285714286;0,571428571;0;0;0;0,090909091;0,181818182;0,363636364;0,181818182;0,181818182;0;0;0;0;0;0,6;0,4;0;0;0;0;0;0;0;0,083333333;0,083333333;0,083333333;0;0;0,416666667;0,333333333;0;0;1;0;0,333333333;0,666666667;0;0;0,166666667;0,5;0,333333333;0,1;0,1;0,1;0,2;0,2;0,3
Radix auricularia;0;0;0;0,25;0,75;0;0;0,4;0,6;0;1;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0,666666667;0,333333333;0;0;1;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0,1875;0,3125;0,1875;0,0625;0,1875;0,0625;0;0;0;0,25;0,75;0;0;0;0;0,2;0,066666667;0,066666667;0,066666667;0,333333333;0,066666667;0;0;0,2;0;0,75;0,25;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,166666667;0,333333333;0,5
Radix balthica;0;0;0;0,25;0,75;0;0;0,4;0,6;0;1;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0,666666667;0,333333333;0;0;1;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0,1875;0,3125;0,1875;0,0625;0,1875;0,0625;0;0;0;0,25;0,75;0;0;0;0;0,2;0,066666667;0,066666667;0,066666667;0,333333333;0,066666667;0;0;0,2;0;0,75;0,25;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,166666667;0,333333333;0,5
Radix labiata;0;0;0;0,25;0,75;0;0;0,4;0,6;0;1;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0,666666667;0,333333333;0;0;1;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0,1875;0,3125;0,1875;0,0625;0,1875;0,0625;0;0;0;0,25;0,75;0;0;0;0;0,2;0,066666667;0,066666667;0,066666667;0,333333333;0,066666667;0;0;0,2;0;0,75;0,25;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,166666667;0,333333333;0,5
Radix;0;0;0;0,25;0,75;0;0;0,4;0,6;0;1;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0,666666667;0,333333333;0;0;1;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0,1875;0,3125;0,1875;0,0625;0,1875;0,0625;0;0;0;0,25;0,75;0;0;0;0;0,2;0,066666667;0,066666667;0,066666667;0,333333333;0,066666667;0;0;0,2;0;0,75;0,25;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,166666667;0,333333333;0,5
Rhithrogena germanica;0;0;0,25;0,75;0;0;0;0,75;0,25;0,25;0,75;0;0,5;0,5;0;0;0;0,2;0,2;0,6;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,25;0,75;0;0;0;0;0;0,142857143;0,714285714;0;0,142857143;0;0;0;0,2;0;0,6;0,2;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0,555555556;0,222222222;0,111111111;0;0;0;0;0,111111111;0;0,75;0,25;0;0,666666667;0;0,333333333;0,285714286;0,428571429;0,285714286;0;0;0;0;0;0;0,25;0,75
